subject,item,resp,correct,rt,age,gender,income,edu
66,22,7,1,18284,40,Male,5000-11999,SomeColl
66,23,6,1,38912,40,Male,5000-11999,SomeColl
66,24,8,0,60538,40,Male,5000-11999,SomeColl
66,25,7,1,26581,40,Male,5000-11999,SomeColl
66,26,5,0,99701,40,Male,5000-11999,SomeColl
66,27,5,0,57525,40,Male,5000-11999,SomeColl
66,28,1,0,24845,40,Male,5000-11999,SomeColl
66,29,2,0,25896,40,Male,5000-11999,SomeColl
66,30,2,0,36988,40,Male,5000-11999,SomeColl
66,31,4,1,59555,40,Male,5000-11999,SomeColl
66,32,6,0,26284,40,Male,5000-11999,SomeColl
66,33,5,1,32319,40,Male,5000-11999,SomeColl
66,34,5,0,13627,40,Male,5000-11999,SomeColl
66,35,4,0,35205,40,Male,5000-11999,SomeColl
66,36,4,0,44599,40,Male,5000-11999,SomeColl
67,1,5,1,56204,55,Male,16000-24999,AssociateDegree
67,2,1,1,28238,55,Male,16000-24999,AssociateDegree
67,3,7,1,32192,55,Male,16000-24999,AssociateDegree
67,4,4,1,18472,55,Male,16000-24999,AssociateDegree
67,5,3,1,20504,55,Male,16000-24999,AssociateDegree
67,6,1,1,27552,55,Male,16000-24999,AssociateDegree
67,7,6,1,27240,55,Male,16000-24999,AssociateDegree
67,8,1,1,65888,55,Male,16000-24999,AssociateDegree
67,9,8,1,84024,55,Male,16000-24999,AssociateDegree
67,10,4,1,181960,55,Male,16000-24999,AssociateDegree
67,11,5,1,19360,55,Male,16000-24999,AssociateDegree
67,12,6,1,25656,55,Male,16000-24999,AssociateDegree
67,13,5,0,44192,55,Male,16000-24999,AssociateDegree
67,14,1,1,22792,55,Male,16000-24999,AssociateDegree
67,15,2,1,36912,55,Male,16000-24999,AssociateDegree
67,16,4,1,63832,55,Male,16000-24999,AssociateDegree
67,17,6,1,25384,55,Male,16000-24999,AssociateDegree
67,18,7,1,32617,55,Male,16000-24999,AssociateDegree
67,19,3,1,28663,55,Male,16000-24999,AssociateDegree
67,20,8,1,60503,55,Male,16000-24999,AssociateDegree
67,21,8,1,34920,55,Male,16000-24999,AssociateDegree
67,22,8,0,68304,55,Male,16000-24999,AssociateDegree
67,23,4,0,9496,55,Male,16000-24999,AssociateDegree
67,24,2,0,40632,55,Male,16000-24999,AssociateDegree
67,25,2,0,27976,55,Male,16000-24999,AssociateDegree
67,26,2,1,54744,55,Male,16000-24999,AssociateDegree
67,27,4,0,6504,55,Male,16000-24999,AssociateDegree
67,28,4,0,65847,55,Male,16000-24999,AssociateDegree
67,29,8,0,32080,55,Male,16000-24999,AssociateDegree
67,30,8,0,70032,55,Male,16000-24999,AssociateDegree
67,31,6,0,62743,55,Male,16000-24999,AssociateDegree
67,32,4,0,67896,55,Male,16000-24999,AssociateDegree
67,33,8,0,41408,55,Male,16000-24999,AssociateDegree
67,34,4,0,7871,55,Male,16000-24999,AssociateDegree
67,35,6,0,23920,55,Male,16000-24999,AssociateDegree
67,36,8,0,16344,55,Male,16000-24999,AssociateDegree
68,1,5,1,23204,34,Female,50000-74999,MastersDegree
68,2,6,0,24284,34,Female,50000-74999,MastersDegree
68,3,8,0,14685,34,Female,50000-74999,MastersDegree
68,4,3,0,11860,34,Female,50000-74999,MastersDegree
68,5,4,0,11611,34,Female,50000-74999,MastersDegree
68,6,7,0,19365,34,Female,50000-74999,MastersDegree
68,7,4,0,18497,34,Female,50000-74999,MastersDegree
68,8,6,0,25282,34,Female,50000-74999,MastersDegree
68,9,5,0,17664,34,Female,50000-74999,MastersDegree
68,10,7,0,20473,34,Female,50000-74999,MastersDegree
68,11,4,0,23328,34,Female,50000-74999,MastersDegree
68,12,5,0,14703,34,Female,50000-74999,MastersDegree
68,13,6,0,23125,34,Female,50000-74999,MastersDegree
68,14,6,0,27435,34,Female,50000-74999,MastersDegree
68,15,4,0,12982,34,Female,50000-74999,MastersDegree
68,16,6,0,6999,34,Female,50000-74999,MastersDegree
68,17,8,0,11600,34,Female,50000-74999,MastersDegree
68,18,3,0,14594,34,Female,50000-74999,MastersDegree
68,19,2,0,9264,34,Female,50000-74999,MastersDegree
68,20,5,0,43034,34,Female,50000-74999,MastersDegree
68,21,5,0,13842,34,Female,50000-74999,MastersDegree
68,22,1,0,6353,34,Female,50000-74999,MastersDegree
68,23,4,0,6490,34,Female,50000-74999,MastersDegree
68,24,8,0,9338,34,Female,50000-74999,MastersDegree
68,25,6,0,16353,34,Female,50000-74999,MastersDegree
68,26,3,0,58061,34,Female,50000-74999,MastersDegree
68,27,2,0,11126,34,Female,50000-74999,MastersDegree
68,28,7,0,20798,34,Female,50000-74999,MastersDegree
68,29,5,0,45428,34,Female,50000-74999,MastersDegree
68,30,4,0,28976,34,Female,50000-74999,MastersDegree
68,31,3,0,22814,34,Female,50000-74999,MastersDegree
68,32,4,0,63361,34,Female,50000-74999,MastersDegree
68,33,2,0,20785,34,Female,50000-74999,MastersDegree
68,34,3,0,10537,34,Female,50000-74999,MastersDegree
68,35,2,0,19797,34,Female,50000-74999,MastersDegree
68,36,8,0,15871,34,Female,50000-74999,MastersDegree
69,1,5,1,16980,31,Male,50000-74999,BachelorDegree
69,2,2,0,12361,31,Male,50000-74999,BachelorDegree
69,3,7,1,13840,31,Male,50000-74999,BachelorDegree
69,4,4,1,6217,31,Male,50000-74999,BachelorDegree
69,5,3,1,22456,31,Male,50000-74999,BachelorDegree
69,6,1,1,7990,31,Male,50000-74999,BachelorDegree
69,7,6,1,30834,31,Male,50000-74999,BachelorDegree
69,8,1,1,34208,31,Male,50000-74999,BachelorDegree
69,9,8,1,6119,31,Male,50000-74999,BachelorDegree
69,10,4,1,13120,31,Male,50000-74999,BachelorDegree
69,11,5,1,46906,31,Male,50000-74999,BachelorDegree
69,12,6,1,19839,31,Male,50000-74999,BachelorDegree
69,13,2,1,51052,31,Male,50000-74999,BachelorDegree
69,14,1,1,42589,31,Male,50000-74999,BachelorDegree
69,15,2,1,11915,31,Male,50000-74999,BachelorDegree
69,16,4,1,17727,31,Male,50000-74999,BachelorDegree
69,17,3,0,116765,31,Male,50000-74999,BachelorDegree
69,18,1,0,9625,31,Male,50000-74999,BachelorDegree
69,19,3,1,9830,31,Male,50000-74999,BachelorDegree
69,20,2,0,12800,31,Male,50000-74999,BachelorDegree
69,21,4,0,59192,31,Male,50000-74999,BachelorDegree
69,22,7,1,6264,31,Male,50000-74999,BachelorDegree
69,23,6,1,29457,31,Male,50000-74999,BachelorDegree
69,24,3,1,16793,31,Male,50000-74999,BachelorDegree
69,25,8,0,54963,31,Male,50000-74999,BachelorDegree
69,26,6,0,14895,31,Male,50000-74999,BachelorDegree
69,27,6,0,58023,31,Male,50000-74999,BachelorDegree
69,28,3,0,20388,31,Male,50000-74999,BachelorDegree
69,29,1,0,52240,31,Male,50000-74999,BachelorDegree
69,30,2,0,29855,31,Male,50000-74999,BachelorDegree
69,31,3,0,17696,31,Male,50000-74999,BachelorDegree
69,32,4,0,21515,31,Male,50000-74999,BachelorDegree
69,33,3,0,22568,31,Male,50000-74999,BachelorDegree
69,34,7,0,51644,31,Male,50000-74999,BachelorDegree
69,35,1,0,12824,31,Male,50000-74999,BachelorDegree
69,36,3,0,79938,31,Male,50000-74999,BachelorDegree
70,1,5,1,19450,33,Male,35000-49999,AssociateDegree
70,2,1,1,8502,33,Male,35000-49999,AssociateDegree
70,3,7,1,5975,33,Male,35000-49999,AssociateDegree
70,4,4,1,4991,33,Male,35000-49999,AssociateDegree
70,5,3,1,7248,33,Male,35000-49999,AssociateDegree
70,6,1,1,6823,33,Male,35000-49999,AssociateDegree
70,7,6,1,12175,33,Male,35000-49999,AssociateDegree
70,8,1,1,30656,33,Male,35000-49999,AssociateDegree
70,9,8,1,5231,33,Male,35000-49999,AssociateDegree
70,10,4,1,11488,33,Male,35000-49999,AssociateDegree
70,11,5,1,8104,33,Male,35000-49999,AssociateDegree
70,12,6,1,9120,33,Male,35000-49999,AssociateDegree
70,13,2,1,30048,33,Male,35000-49999,AssociateDegree
70,14,1,1,16256,33,Male,35000-49999,AssociateDegree
70,15,2,1,19088,33,Male,35000-49999,AssociateDegree
70,16,4,1,5375,33,Male,35000-49999,AssociateDegree
70,17,6,1,39631,33,Male,35000-49999,AssociateDegree
70,18,7,1,8056,33,Male,35000-49999,AssociateDegree
70,19,3,1,17840,33,Male,35000-49999,AssociateDegree
70,20,8,1,22049,33,Male,35000-49999,AssociateDegree
70,21,8,1,19952,33,Male,35000-49999,AssociateDegree
70,22,7,1,8256,33,Male,35000-49999,AssociateDegree
70,23,6,1,19032,33,Male,35000-49999,AssociateDegree
70,24,3,1,13792,33,Male,35000-49999,AssociateDegree
70,25,7,1,11960,33,Male,35000-49999,AssociateDegree
70,26,2,1,53280,33,Male,35000-49999,AssociateDegree
70,27,7,1,23464,33,Male,35000-49999,AssociateDegree
70,28,8,0,49040,33,Male,35000-49999,AssociateDegree
70,29,6,1,80232,33,Male,35000-49999,AssociateDegree
70,30,5,1,87680,33,Male,35000-49999,AssociateDegree
70,31,5,0,50872,33,Male,35000-49999,AssociateDegree
70,32,8,1,78024,33,Male,35000-49999,AssociateDegree
70,33,5,1,100504,33,Male,35000-49999,AssociateDegree
70,34,1,1,47287,33,Male,35000-49999,AssociateDegree
70,35,3,1,24143,33,Male,35000-49999,AssociateDegree
70,36,6,0,83120,33,Male,35000-49999,AssociateDegree
71,1,5,1,52052,41,Male,25000-34999,SomeColl
71,2,1,1,6932,41,Male,25000-34999,SomeColl
71,3,7,1,10851,41,Male,25000-34999,SomeColl
71,4,4,1,2311,41,Male,25000-34999,SomeColl
71,5,3,1,4723,41,Male,25000-34999,SomeColl
71,6,1,1,3810,41,Male,25000-34999,SomeColl
71,7,6,1,7422,41,Male,25000-34999,SomeColl
71,8,1,1,11873,41,Male,25000-34999,SomeColl
71,9,8,1,4421,41,Male,25000-34999,SomeColl
71,10,4,1,3188,41,Male,25000-34999,SomeColl
71,11,5,1,2937,41,Male,25000-34999,SomeColl
71,12,6,1,6060,41,Male,25000-34999,SomeColl
71,13,2,1,13001,41,Male,25000-34999,SomeColl
71,14,1,1,15270,41,Male,25000-34999,SomeColl
71,15,6,0,23479,41,Male,25000-34999,SomeColl
71,16,4,1,15274,41,Male,25000-34999,SomeColl
71,17,6,1,6833,41,Male,25000-34999,SomeColl
71,18,7,1,21314,41,Male,25000-34999,SomeColl
71,19,7,0,15142,41,Male,25000-34999,SomeColl
71,20,8,1,19798,41,Male,25000-34999,SomeColl
71,21,3,0,10248,41,Male,25000-34999,SomeColl
71,22,7,1,8844,41,Male,25000-34999,SomeColl
71,23,6,1,18239,41,Male,25000-34999,SomeColl
71,24,3,1,19331,41,Male,25000-34999,SomeColl
71,25,7,1,30577,41,Male,25000-34999,SomeColl
71,26,2,1,4270,41,Male,25000-34999,SomeColl
71,27,7,1,32131,41,Male,25000-34999,SomeColl
71,28,6,0,28029,41,Male,25000-34999,SomeColl
71,29,6,1,16898,41,Male,25000-34999,SomeColl
71,30,5,1,26711,41,Male,25000-34999,SomeColl
71,31,5,0,32232,41,Male,25000-34999,SomeColl
71,32,8,1,43012,41,Male,25000-34999,SomeColl
71,33,7,0,16313,41,Male,25000-34999,SomeColl
71,34,6,0,15482,41,Male,25000-34999,SomeColl
71,35,3,1,16566,41,Male,25000-34999,SomeColl
71,36,2,1,22598,41,Male,25000-34999,SomeColl
72,1,5,1,44845,53,Male,100000+,MastersDegree
72,2,1,1,15085,53,Male,100000+,MastersDegree
72,3,7,1,25398,53,Male,100000+,MastersDegree
72,4,4,1,10777,53,Male,100000+,MastersDegree
72,5,3,1,16425,53,Male,100000+,MastersDegree
72,6,1,1,5381,53,Male,100000+,MastersDegree
72,7,6,1,20445,53,Male,100000+,MastersDegree
72,8,1,1,7015,53,Male,100000+,MastersDegree
72,9,8,1,9139,53,Male,100000+,MastersDegree
72,10,4,1,9406,53,Male,100000+,MastersDegree
72,11,5,1,78718,53,Male,100000+,MastersDegree
72,12,6,1,17579,53,Male,100000+,MastersDegree
72,13,5,0,43224,53,Male,100000+,MastersDegree
72,14,1,1,30506,53,Male,100000+,MastersDegree
72,15,2,1,37895,53,Male,100000+,MastersDegree
72,16,4,1,30423,53,Male,100000+,MastersDegree
72,17,6,1,17614,53,Male,100000+,MastersDegree
72,18,7,1,47514,53,Male,100000+,MastersDegree
72,19,3,1,188053,53,Male,100000+,MastersDegree
72,20,8,1,185892,53,Male,100000+,MastersDegree
72,21,8,1,51932,53,Male,100000+,MastersDegree
72,22,7,1,10328,53,Male,100000+,MastersDegree
72,23,6,1,28369,53,Male,100000+,MastersDegree
72,24,3,1,58223,53,Male,100000+,MastersDegree
72,25,4,0,49540,53,Male,100000+,MastersDegree
72,26,2,1,213622,53,Male,100000+,MastersDegree
72,27,7,1,174082,53,Male,100000+,MastersDegree
72,28,5,1,176985,53,Male,100000+,MastersDegree
72,29,6,1,28040,53,Male,100000+,MastersDegree
72,30,5,1,68710,53,Male,100000+,MastersDegree
72,31,4,1,72646,53,Male,100000+,MastersDegree
72,32,8,1,43768,53,Male,100000+,MastersDegree
72,33,5,1,68105,53,Male,100000+,MastersDegree
72,34,5,0,71277,53,Male,100000+,MastersDegree
72,35,3,1,25864,53,Male,100000+,MastersDegree
72,36,2,1,67108,53,Male,100000+,MastersDegree
73,1,5,1,25157,31,Female,16000-24999,GradHS
73,2,1,1,11872,31,Female,16000-24999,GradHS
73,3,7,1,10969,31,Female,16000-24999,GradHS
73,4,4,1,11324,31,Female,16000-24999,GradHS
73,5,3,1,11166,31,Female,16000-24999,GradHS
73,6,1,1,6318,31,Female,16000-24999,GradHS
73,7,6,1,40658,31,Female,16000-24999,GradHS
73,8,1,1,31020,31,Female,16000-24999,GradHS
73,9,8,1,40583,31,Female,16000-24999,GradHS
73,10,7,0,68797,31,Female,16000-24999,GradHS
73,11,5,1,26422,31,Female,16000-24999,GradHS
73,12,8,0,27483,31,Female,16000-24999,GradHS
73,13,8,0,25309,31,Female,16000-24999,GradHS
73,14,1,1,41947,31,Female,16000-24999,GradHS
73,15,6,0,59568,31,Female,16000-24999,GradHS
73,16,4,1,16666,31,Female,16000-24999,GradHS
73,17,6,1,33507,31,Female,16000-24999,GradHS
73,18,7,1,46085,31,Female,16000-24999,GradHS
73,19,3,1,42984,31,Female,16000-24999,GradHS
73,20,8,1,49575,31,Female,16000-24999,GradHS
73,21,8,1,146142,31,Female,16000-24999,GradHS
73,22,7,1,59353,31,Female,16000-24999,GradHS
73,23,3,0,59818,31,Female,16000-24999,GradHS
73,24,3,1,35549,31,Female,16000-24999,GradHS
73,25,2,0,41663,31,Female,16000-24999,GradHS
73,26,2,1,73041,31,Female,16000-24999,GradHS
73,27,4,0,78585,31,Female,16000-24999,GradHS
73,28,5,1,60655,31,Female,16000-24999,GradHS
73,29,5,0,25538,31,Female,16000-24999,GradHS
73,30,1,0,51186,31,Female,16000-24999,GradHS
73,31,4,1,86527,31,Female,16000-24999,GradHS
73,32,5,0,63495,31,Female,16000-24999,GradHS
73,33,5,1,95627,31,Female,16000-24999,GradHS
73,34,5,0,85743,31,Female,16000-24999,GradHS
73,35,3,1,67707,31,Female,16000-24999,GradHS
73,36,8,0,49619,31,Female,16000-24999,GradHS
74,1,4,0,28058,59,Male,25000-34999,BachelorDegree
74,2,6,0,12366,59,Male,25000-34999,BachelorDegree
74,3,7,1,8331,59,Male,25000-34999,BachelorDegree
74,4,3,0,20738,59,Male,25000-34999,BachelorDegree
74,5,5,0,13656,59,Male,25000-34999,BachelorDegree
74,6,1,1,15420,59,Male,25000-34999,BachelorDegree
74,7,6,1,22278,59,Male,25000-34999,BachelorDegree
74,8,4,0,14590,59,Male,25000-34999,BachelorDegree
74,9,8,1,13326,59,Male,25000-34999,BachelorDegree
74,10,7,0,9791,59,Male,25000-34999,BachelorDegree
74,11,1,0,16686,59,Male,25000-34999,BachelorDegree
74,12,5,0,20018,59,Male,25000-34999,BachelorDegree
74,13,7,0,16028,59,Male,25000-34999,BachelorDegree
74,14,8,0,7499,59,Male,25000-34999,BachelorDegree
74,15,6,0,12977,59,Male,25000-34999,BachelorDegree
74,16,4,1,8878,59,Male,25000-34999,BachelorDegree
74,17,6,1,11381,59,Male,25000-34999,BachelorDegree
74,18,5,0,4466,59,Male,25000-34999,BachelorDegree
74,19,3,1,7129,59,Male,25000-34999,BachelorDegree
74,20,6,0,8106,59,Male,25000-34999,BachelorDegree
74,21,5,0,11578,59,Male,25000-34999,BachelorDegree
74,22,7,1,6080,59,Male,25000-34999,BachelorDegree
74,23,3,0,8627,59,Male,25000-34999,BachelorDegree
74,24,8,0,10246,59,Male,25000-34999,BachelorDegree
74,25,8,0,14785,59,Male,25000-34999,BachelorDegree
74,26,6,0,15969,59,Male,25000-34999,BachelorDegree
74,27,4,0,4220,59,Male,25000-34999,BachelorDegree
74,28,7,0,9159,59,Male,25000-34999,BachelorDegree
74,29,5,0,13899,59,Male,25000-34999,BachelorDegree
74,30,5,1,28996,59,Male,25000-34999,BachelorDegree
74,31,7,0,6210,59,Male,25000-34999,BachelorDegree
74,32,6,0,19547,59,Male,25000-34999,BachelorDegree
74,33,7,0,34965,59,Male,25000-34999,BachelorDegree
74,34,3,0,9211,59,Male,25000-34999,BachelorDegree
74,35,7,0,12030,59,Male,25000-34999,BachelorDegree
74,36,7,0,8647,59,Male,25000-34999,BachelorDegree
75,1,5,1,46729,45,Female,75000-99999,MastersDegree
75,2,1,1,16154,45,Female,75000-99999,MastersDegree
75,3,7,1,22599,45,Female,75000-99999,MastersDegree
75,4,4,1,25975,45,Female,75000-99999,MastersDegree
75,5,3,1,17757,45,Female,75000-99999,MastersDegree
75,6,1,1,13145,45,Female,75000-99999,MastersDegree
75,7,6,1,10232,45,Female,75000-99999,MastersDegree
75,8,1,1,24548,45,Female,75000-99999,MastersDegree
75,9,8,1,16142,45,Female,75000-99999,MastersDegree
75,10,2,0,26283,45,Female,75000-99999,MastersDegree
75,11,5,1,14366,45,Female,75000-99999,MastersDegree
75,12,6,1,12000,45,Female,75000-99999,MastersDegree
75,13,6,0,17285,45,Female,75000-99999,MastersDegree
75,14,4,0,32750,45,Female,75000-99999,MastersDegree
75,15,2,1,83408,45,Female,75000-99999,MastersDegree
75,16,1,0,18494,45,Female,75000-99999,MastersDegree
75,17,6,1,20906,45,Female,75000-99999,MastersDegree
75,18,7,1,22388,45,Female,75000-99999,MastersDegree
75,19,3,1,14342,45,Female,75000-99999,MastersDegree
75,20,8,1,29131,45,Female,75000-99999,MastersDegree
75,21,8,1,20669,45,Female,75000-99999,MastersDegree
75,22,7,1,48523,45,Female,75000-99999,MastersDegree
75,23,7,0,17657,45,Female,75000-99999,MastersDegree
75,24,2,0,61829,45,Female,75000-99999,MastersDegree
75,25,2,0,19650,45,Female,75000-99999,MastersDegree
75,26,5,0,44380,45,Female,75000-99999,MastersDegree
75,27,3,0,47993,45,Female,75000-99999,MastersDegree
75,28,8,0,78481,45,Female,75000-99999,MastersDegree
75,29,6,1,56996,45,Female,75000-99999,MastersDegree
75,30,5,1,62709,45,Female,75000-99999,MastersDegree
75,31,3,0,82952,45,Female,75000-99999,MastersDegree
75,32,3,0,114375,45,Female,75000-99999,MastersDegree
75,33,1,0,88907,45,Female,75000-99999,MastersDegree
75,34,1,1,62937,45,Female,75000-99999,MastersDegree
75,35,1,0,145496,45,Female,75000-99999,MastersDegree
75,36,1,0,105131,45,Female,75000-99999,MastersDegree
76,1,5,1,41198,28,Male,Unanswered,BachelorDegree
76,2,1,1,30718,28,Male,Unanswered,BachelorDegree
76,3,7,1,24367,28,Male,Unanswered,BachelorDegree
76,4,4,1,26457,28,Male,Unanswered,BachelorDegree
76,5,3,1,27926,28,Male,Unanswered,BachelorDegree
76,6,1,1,9888,28,Male,Unanswered,BachelorDegree
76,7,6,1,30769,28,Male,Unanswered,BachelorDegree
76,8,1,1,29824,28,Male,Unanswered,BachelorDegree
76,9,8,1,33072,28,Male,Unanswered,BachelorDegree
76,10,8,0,63248,28,Male,Unanswered,BachelorDegree
76,11,5,1,50007,28,Male,Unanswered,BachelorDegree
76,12,6,1,27912,28,Male,Unanswered,BachelorDegree
76,13,5,0,26168,28,Male,Unanswered,BachelorDegree
76,14,1,1,45377,28,Male,Unanswered,BachelorDegree
76,15,2,1,35823,28,Male,Unanswered,BachelorDegree
76,16,1,0,29735,28,Male,Unanswered,BachelorDegree
76,17,6,1,32352,28,Male,Unanswered,BachelorDegree
76,18,1,0,45072,28,Male,Unanswered,BachelorDegree
76,19,7,0,52729,28,Male,Unanswered,BachelorDegree
76,20,6,0,48695,28,Male,Unanswered,BachelorDegree
76,21,4,0,42416,28,Male,Unanswered,BachelorDegree
76,22,7,1,35112,28,Male,Unanswered,BachelorDegree
76,23,3,0,68255,28,Male,Unanswered,BachelorDegree
76,24,3,1,122695,28,Male,Unanswered,BachelorDegree
76,25,2,0,77239,28,Male,Unanswered,BachelorDegree
76,26,6,0,119360,28,Male,Unanswered,BachelorDegree
76,27,4,0,50711,28,Male,Unanswered,BachelorDegree
76,28,5,1,112056,28,Male,Unanswered,BachelorDegree
76,29,3,0,42240,28,Male,Unanswered,BachelorDegree
76,30,5,1,48560,28,Male,Unanswered,BachelorDegree
76,31,8,0,91945,28,Male,Unanswered,BachelorDegree
76,32,7,0,80695,28,Male,Unanswered,BachelorDegree
76,33,2,0,78560,28,Male,Unanswered,BachelorDegree
76,34,2,0,79999,28,Male,Unanswered,BachelorDegree
76,35,1,0,37432,28,Male,Unanswered,BachelorDegree
76,36,5,0,79320,28,Male,Unanswered,BachelorDegree
77,1,5,1,20012,35,Male,35000-49999,SomeColl
77,2,3,0,14035,35,Male,35000-49999,SomeColl
77,3,1,0,94135,35,Male,35000-49999,SomeColl
77,4,4,1,25977,35,Male,35000-49999,SomeColl
77,5,3,1,27104,35,Male,35000-49999,SomeColl
77,6,1,1,5486,35,Male,35000-49999,SomeColl
77,7,6,1,13784,35,Male,35000-49999,SomeColl
77,8,1,1,12303,35,Male,35000-49999,SomeColl
77,9,1,0,58521,35,Male,35000-49999,SomeColl
77,10,8,0,33435,35,Male,35000-49999,SomeColl
77,11,3,0,12103,35,Male,35000-49999,SomeColl
77,12,5,0,34608,35,Male,35000-49999,SomeColl
77,13,6,0,403104,35,Male,35000-49999,SomeColl
77,14,4,0,5592,35,Male,35000-49999,SomeColl
77,15,8,0,7619,35,Male,35000-49999,SomeColl
77,16,3,0,67832,35,Male,35000-49999,SomeColl
77,17,8,0,158029,35,Male,35000-49999,SomeColl
77,18,2,0,11424,35,Male,35000-49999,SomeColl
77,19,2,0,80068,35,Male,35000-49999,SomeColl
77,20,4,0,170769,35,Male,35000-49999,SomeColl
77,21,1,0,6530,35,Male,35000-49999,SomeColl
77,22,1,0,10534,35,Male,35000-49999,SomeColl
77,23,2,0,46440,35,Male,35000-49999,SomeColl
77,24,8,0,135375,35,Male,35000-49999,SomeColl
77,25,8,0,47799,35,Male,35000-49999,SomeColl
77,26,1,0,6301,35,Male,35000-49999,SomeColl
77,27,6,0,6468,35,Male,35000-49999,SomeColl
77,28,8,0,13574,35,Male,35000-49999,SomeColl
77,29,2,0,143110,35,Male,35000-49999,SomeColl
77,30,1,0,9226,35,Male,35000-49999,SomeColl
77,31,4,1,85143,35,Male,35000-49999,SomeColl
77,32,6,0,5485,35,Male,35000-49999,SomeColl
77,33,6,0,39411,35,Male,35000-49999,SomeColl
77,34,1,1,5142,35,Male,35000-49999,SomeColl
77,35,4,0,4410,35,Male,35000-49999,SomeColl
77,36,1,0,7984,35,Male,35000-49999,SomeColl
78,1,5,1,18553,28,Male,25000-34999,BachelorDegree
78,2,1,1,15743,28,Male,25000-34999,BachelorDegree
78,3,1,0,13392,28,Male,25000-34999,BachelorDegree
78,4,4,1,22088,28,Male,25000-34999,BachelorDegree
78,5,3,1,13343,28,Male,25000-34999,BachelorDegree
78,6,1,1,8120,28,Male,25000-34999,BachelorDegree
78,7,2,0,20176,28,Male,25000-34999,BachelorDegree
78,8,1,1,28560,28,Male,25000-34999,BachelorDegree
78,9,8,1,10791,28,Male,25000-34999,BachelorDegree
78,10,4,1,43160,28,Male,25000-34999,BachelorDegree
78,11,5,1,19560,28,Male,25000-34999,BachelorDegree
78,12,6,1,26311,28,Male,25000-34999,BachelorDegree
78,13,2,1,51903,28,Male,25000-34999,BachelorDegree
78,14,1,1,34936,28,Male,25000-34999,BachelorDegree
78,15,5,0,32016,28,Male,25000-34999,BachelorDegree
78,16,4,1,21088,28,Male,25000-34999,BachelorDegree
78,17,6,1,21175,28,Male,25000-34999,BachelorDegree
78,18,5,0,19576,28,Male,25000-34999,BachelorDegree
78,19,4,0,34008,28,Male,25000-34999,BachelorDegree
78,20,8,1,45343,28,Male,25000-34999,BachelorDegree
78,21,4,0,19351,28,Male,25000-34999,BachelorDegree
78,22,6,0,83593,28,Male,25000-34999,BachelorDegree
78,23,8,0,30016,28,Male,25000-34999,BachelorDegree
78,24,1,0,25679,28,Male,25000-34999,BachelorDegree
78,25,7,1,23328,28,Male,25000-34999,BachelorDegree
78,26,2,1,28640,28,Male,25000-34999,BachelorDegree
78,27,5,0,27695,28,Male,25000-34999,BachelorDegree
78,28,1,0,39240,28,Male,25000-34999,BachelorDegree
78,29,8,0,29769,28,Male,25000-34999,BachelorDegree
78,30,3,0,54687,28,Male,25000-34999,BachelorDegree
78,31,4,1,33073,28,Male,25000-34999,BachelorDegree
78,32,1,0,21871,28,Male,25000-34999,BachelorDegree
78,33,5,1,30839,28,Male,25000-34999,BachelorDegree
78,34,1,1,18280,28,Male,25000-34999,BachelorDegree
78,35,7,0,39912,28,Male,25000-34999,BachelorDegree
78,36,3,0,17240,28,Male,25000-34999,BachelorDegree
79,1,6,0,16161,45,Female,16000-24999,SomeColl
79,2,8,0,23928,45,Female,16000-24999,SomeColl
79,3,7,1,17358,45,Female,16000-24999,SomeColl
79,4,4,1,5514,45,Female,16000-24999,SomeColl
79,5,3,1,25471,45,Female,16000-24999,SomeColl
79,6,1,1,8514,45,Female,16000-24999,SomeColl
79,7,5,0,14075,45,Female,16000-24999,SomeColl
79,8,1,1,34920,45,Female,16000-24999,SomeColl
79,9,6,0,10521,45,Female,16000-24999,SomeColl
79,10,5,0,4664,45,Female,16000-24999,SomeColl
79,11,6,0,10614,45,Female,16000-24999,SomeColl
79,12,5,0,34371,45,Female,16000-24999,SomeColl
79,13,2,1,27486,45,Female,16000-24999,SomeColl
79,14,8,0,9183,45,Female,16000-24999,SomeColl
79,15,4,0,17946,45,Female,16000-24999,SomeColl
79,16,5,0,15623,45,Female,16000-24999,SomeColl
79,17,3,0,13610,45,Female,16000-24999,SomeColl
79,18,1,0,24723,45,Female,16000-24999,SomeColl
79,19,7,0,13854,45,Female,16000-24999,SomeColl
79,20,4,0,27205,45,Female,16000-24999,SomeColl
79,21,3,0,11651,45,Female,16000-24999,SomeColl
79,22,5,0,19049,45,Female,16000-24999,SomeColl
79,23,5,0,28610,45,Female,16000-24999,SomeColl
79,24,1,0,20465,45,Female,16000-24999,SomeColl
79,25,8,0,11087,45,Female,16000-24999,SomeColl
79,26,5,0,5200,45,Female,16000-24999,SomeColl
79,27,6,0,33045,45,Female,16000-24999,SomeColl
79,28,5,1,21186,45,Female,16000-24999,SomeColl
79,29,8,0,12122,45,Female,16000-24999,SomeColl
79,30,4,0,12415,45,Female,16000-24999,SomeColl
79,31,7,0,37019,45,Female,16000-24999,SomeColl
79,32,7,0,7158,45,Female,16000-24999,SomeColl
79,33,3,0,24824,45,Female,16000-24999,SomeColl
79,34,2,0,11227,45,Female,16000-24999,SomeColl
79,35,2,0,22074,45,Female,16000-24999,SomeColl
79,36,1,0,19013,45,Female,16000-24999,SomeColl
